,Unnamed: 0,sentiment,review,emopattern,emoscore
2706654,2706654,-1,"When applied, you will get a sting if your skin is cracked, like mine, which becomes soothing after a few moments. The sting is just disinfecting so it didn't bother me much.After using the product for about 8 days I didn't see noticeable results. When first applied, 10 minutes in, some of the redness disappeared but then would return within 45 minutes or so. I tried applying moisturizing lotion after the psoriasin dried, the gel really dries out your skin, and still my psoriasis remained as present as ever.Product just didn't work for me.",snnpn,0.8423471
2097070,2097070,1,"This book is an excellent meditation on why we choose the careers we do, and as such I think it is a great read for anyone who's ever wondered whether their job is right for them. Kosimar uses his own [numerous & impressive] experiences to illustrate the importance of doing what you love. While this may seem obvious, he shows us why this simple principle is so often overlooked in the pursuit of money and 'happiness'. Very inspiring, never boring, and relevant to anyone with a job (not just us aspiring dot-com wannabes!).",sppppp,0.32789218
2748926,2748926,1,"This is one of the single best repair books ever written. I am a rotten mechanic. This gave me enough confidacne to do some work. Plus, the idiot part gave me a lot of knoweldge that has transfered to differing situations. I read the first edition more than 10 years ago and this is still my favorite. Now I just need one to cover my 83 mustang.",spnpnpp,0.3102393
2632132,2632132,1,"Jack Olsen does a wonderful job chronicaling the tragedy and triumph of Geronimo Pratt's life, and the injustices he had to endure for 27-years. Before reading this book, I knew nothing of Olsen, and very litte about the Geronimo Pratt story. However, as a criminal justice major, I am very aware of the injustices that take palce within our criminal justice system.Olsen sheds light on the FBI (CONTELLPRO), LAPD, DA's Office, and the California Department of Corrections efforts to frame Pratt for muurder. Olsen's objectivity is refreshing; he never takes sides or express his own opinion--tells it like it is. Once I began reading, I could not stop!This book will make you laugh, cheer, think, angry, question our goveronment...I recommend every one read it; it will change your view of our justice system. Olsen is absolutely brilliant. I am a new fan...",spnnpppp,0.9025045
1534260,1534260,-1,"I'm a liberal, and I feel it's fair to see what the other side is thinking from time to time. I'd never known about Coulter until I read her name in Michael Moore's ""Dude, Where's My Country?"" I really did try to read this book, honestly. I read the dust jacket and managed to get about 15 pages in before I started to feel ill. And I mean really ill, like ""black hole in the bottom of my stomach"" ill. I just could not believe someone like Coulter could exist. These books are pure, solidified hate and insanity. Never before have I read anything that I knew was written by someone with a mental disorder. Marylin Manson seems like a much more sane and rational writer that Coulter. I was wracked with internal pains and dizziness for three days until my copy of ""Lies and the Lying Liars Who Tell Them"" arrived in the mail; I felt instantly well after reading the first chapter.",spnpnnnnpp,0.3167923
2664740,2664740,-1,"I bought this for my Dad for Christmas. I replaced the batteries because the numbers were all faded and you couldn't read the temperature, even with brand new batteries, the numbers still don't work. I'm so disappointed. Any suggestions?",spnnp,0.088765435
2279426,2279426,1,"I ordered the Mr. Cuckoo's Clock Shop book for my son. I read this book often to him when he was little. It was his favorite. He and his wife are expecting a baby in February and I thought this would make a nice gift. The book is out of print, but I found it here. It was reasonably priced and came quickly. It is like new. I can't wait to give it to my son and daughter-in-law.",spppppppp,0.984211
1432344,1432344,-1,This movie starts with a bang (or lots of bangs) but bogs down when the shooting stops and the talking begins. Fails to maintain tension throughout.,snn,0.6360399
95690,95690,-1,"I bought these tweezers to replace my old Tweezerman Splintertweeze tweezers. They are not the same at all. The tips are not nearly as pointed (too wide to use precisely) or as flush (won't grasp well). I have always sworn by Tweezerman, but it seems like the quality of their products has really been declining lately. Being fairly clumsy I often ruin my tweezers by dropping them, and it seems like each replacement pair I buy is worse than the last. I bought my first Splintertweeze because I was sorely disappointed by a very dull pair of Point tweezers that I bought to replace my old ones, and now this new Splintertweeze is almost as bad as those Point tweezers were! I am sure that somebody who is used to drugstore tweezers would probably find these a nice upgrade, but if you're used to Tweezerman quality, beware. It ain't what it used to be.",spnnnnnpn,0.7926715
2850862,2850862,-1,"I bought Jensen headphones mainly because of its ability to automatically switch from my stereo source to my cell phone when a call comes in. While it does offer relatively good stereo sound quality while listening to music, the voice microphone quality is terrible, making the headset useless for phone calls. On top of that, I find the plastic part that goes around the ears to be too hard, and starts to hurt the back of my ears after 30-40 minutes of use. I see other reviews saying the headphones are quite comfortable, so maybe I've just got the wrong size ears. Anyway, I'm very disappointed with these headphones.",spnnnn,0.93582124
837130,837130,-1,I have had this about a year. about once a month the mouse and keyboard stop working and i disconnect everything on the switch then they work. I am sick of doing this and today it won't work even though I disconnected then reconnected everything. save your money,snnnp,0.20732439
2361365,2361365,-1,My eight year old son loved the look of the watch. The watch keeps good time and has the Timex light which is nice for night time use.But this watch is poorly made. It claims to be 30 meters water resistant. However after first time in the pool it developed fog and water drops on the inside of the glass. The light stopped working a day later.I do not recommend this watch.,spppnn,0.91941434
